
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)	
17279.669	0	10252.241	0	34800	0	17541.796	580	17541.796	231.6339999999999565	17541.796	8	17541.796	249.6339999999999565
17292.162	0	10271.731	0	34860	0	17581.842	579	17581.842	300.1730000000000007	17581.842	0	17581.842	302.1730000000000007
17347.59	0	10276.297	0	34920	0	17633.604	581	17633.604	266.014000000000009	17633.604	9	17633.604	286.014000000000009
17369.213	20.22099999999999647	10305.103	0	34980	0	17654.994	583	17654.994	256.850999999999998	17654.994	4	17654.994	266.850999999999998
17388.143	19.62399999999999512	10313.308	0	35040	0	17665.5	582	17665.5	290.28699999999992	17665.5	2	17665.5	296.28699999999992
17406.512	31.22699999999999662	10316.431	1	35100	0	17694.516	584	17694.516	280.004000000000018	17694.516	3	17694.516	288.004000000000018
17457.265	74.0099999999999906	10319.771	2	35160	0	17733.015	585	17733.015	263.75	17733.015	5	17733.015	275.75
17464.222	9.59900000000000016	10320.201	1	35220	0	17739.918	586	17739.918	271.6960000000000257	17739.918	1	17739.918	275.6960000000000252
17502.632	36.99599999999999492	10330.865	0	35280	0	17798.531	589	17798.531	238.7350000000000127	17798.531	8	17798.531	256.7350000000000127
17529.065	49.1809999999999971	10331.458	1	35340	2	17819.208	587	17819.208	300.5760000000000207	17819.208	7	17819.208	316.5760000000000207
17541.796	20.1879999999999952	10361.04	2	35400	2	17835.853	588	17835.853	292.7880000000000095	17835.853	6	17835.853	306.7880000000000095
17581.842	44.80700000000000195	10404.812	1	35460	3	17889.879	590	17889.879	306.03699999999992	17889.879	0	17889.879	308.03699999999992
17633.604	93.3689999999999993	10406.361	2	35520	4	17938.346	591	17938.346	284.7419999999999607	17938.346	9	17938.346	304.7419999999999607
17696.869	0	10442.624	1	35580	1	17939.873	592	17939.873	237.0039999999999612	17939.873	2	17939.873	243.0039999999999612
17713.662	0	10474.983	2	35640	1	17962.994	593	17962.994	241.331999999999993	17962.994	3	17962.994	249.331999999999993
17725.853	0	10476.805	3	35700	0	18023.669	594	18023.669	287.815999999999916	18023.669	4	18023.669	297.8159999999999157
17765.442	0	10486.966	2	35760	0	18044.269	595	18044.269	274.826999999999997	18044.269	1	18044.269	278.826999999999997
17794.537	0	10516.17	1	35820	0	18080.656	597	18080.656	261.5979999999999557	18080.656	8	18080.656	279.5979999999999557
17801.058	0	10548.255	2	35880	0	18084.162	596	18084.162	277.625	18084.162	5	18084.162	289.625
17860.156	0	10551.944	1	35940	0	18106.956	598	18106.956	232.8000000000000105	18106.956	6	18106.956	246.8000000000000105
17916.241	0	10562.517	2	36000	0	18191.303	599	18191.303	273.062000000000011	18191.303	0	18191.303	275.0620000000000107
17951.341	0	10562.647	1	36060	2	18237.518	600	18237.518	280.1770000000000197	18237.518	2	18237.518	286.1770000000000197
18019.365	0	10567.134	0	36120	4	18309.536	601	18309.536	282.1709999999999345	18309.536	3	18309.536	290.1709999999999342
18067.234	0	10572.351	1	36180	3	18347.547	603	18347.547	263.823999999999955	18347.547	4	18347.547	273.823999999999954
18073.723	0	10582.615	0	36240	1	18349.529	602	18349.529	278.294999999999958	18349.529	1	18349.529	282.2949999999999577
18077.714	0	10597.231	1	36300	0	18395.578	604	18395.578	301.8639999999999175	18395.578	7	18395.578	317.8639999999999175
18180.51	0	10598.173	2	36360	0	18468.462	606	18468.462	271.331999999999993	18468.462	0	18468.462	273.331999999999993
18195.13	0	10612.655	1	36420	1	18469.618	607	18469.618	227.408999999999991	18469.618	6	18469.618	241.408999999999991
18228.209	0	10631.535	2	36480	1	18471.6	605	18471.6	279.0899999999999167	18471.6	5	18471.6	291.0899999999999167
18234.125	0	10639.578	1	36540	0	18536.647	609	18536.647	262.903000000000019	18536.647	2	18536.647	268.903000000000019
18267.744	0	10672.808	2	36600	0	18542.942	608	18542.942	290.8170000000000062	18542.942	8	18542.942	308.8170000000000062
18271.664	0	10686.19	3	36660	0	18583.288	611	18583.288	265.751999999999952	18583.288	3	18583.288	273.751999999999952
18309.536	1.665999999999999916	10705.697	4	36720	1	18610.061	612	18610.061	252.514000000000009	18610.061	4	18610.061	262.514000000000009
18347.547	1.55200000000000004	10728.652	3	36780	0	18616.843	610	18616.843	325.1789999999999725	18616.843	9	18616.843	345.1789999999999725
18387.971	0	10735.357	4	36840	0	18646.831	614	18646.831	230.7869999999999767	18646.831	7	18646.831	246.7869999999999767
18400.044	0	10735.373	3	36900	0	18661.986	613	18661.986	270.0149999999999852	18661.986	1	18661.986	274.0149999999999852
18468.462	50.27899999999999615	10743.233	2	36960	0	18745.257	616	18745.257	261.639000000000009	18745.257	6	18745.257	275.639000000000009
18469.618	45.24199999999999005	10799.476	1	37020	0	18751.921	615	18751.921	281.4589999999999452	18751.921	0	18751.921	283.4589999999999452
18471.6	24.24299999999999492	10811.252	2	37080	0	18773.833	617	18773.833	290.2329999999999462	18773.833	5	18773.833	302.2329999999999462
18536.647	72.2179999999999891	10827.388	1	37140	0	18810.499	618	18810.499	267.8519999999999745	18810.499	2	18810.499	273.8519999999999745
18542.942	73.37000000000000435	10836.402	2	37200	1	18832.832	619	18832.832	271.8899999999999852	18832.832	8	18832.832	289.8899999999999852
18583.288	100.6740000000000062	10839.804	1	37260	1	18866.284	620	18866.284	274.99599999999998	18866.284	3	18866.284	282.9959999999999797
18610.061	123.644000000000005	10840.77	0	37320	0	18905.357	621	18905.357	285.2959999999999345	18905.357	4	18905.357	295.2959999999999342
18616.843	115.5409999999999965	10861.698	1	37380	0	18930.089	622	18930.089	293.2459999999999795	18930.089	9	18930.089	313.2459999999999795
18646.831	144.3069999999999587	10883.122	2	37440	0	18934.681	623	18934.681	271.850000000000022	18934.681	7	18934.681	287.8500000000000217
18661.986	145.8609999999999891	10894.163	3	37500	0	18941.952	624	18941.952	275.9660000000000072	18941.952	1	18941.952	279.9660000000000072
18745.257	214.688999999999964	10896.961	2	37560	0	19035.171	627	19035.171	249.3379999999999647	19035.171	5	19035.171	261.3379999999999647
18751.921	182.533999999999991	10899.662	3	37620	0	19036.498	625	19036.498	277.2409999999999845	19036.498	6	19036.498	291.2409999999999842
18773.833	202.8720000000000135	10912.986	4	37680	0	19066.606	626	19066.606	312.6849999999999445	19066.606	0	19066.606	314.6849999999999445
18810.499	170.7350000000000131	10934.324	3	37740	0	19077.018	628	19077.018	260.5190000000000047	19077.018	2	19077.018	266.5190000000000047
18832.832	180.6429999999999718	10935.898	4	37800	2	19096.705	629	19096.705	245.8729999999999895	19096.705	8	19096.705	263.8729999999999327
18866.284	136.3859999999999667	10943.988	3	37860	2	19109.538	630	19109.538	235.2539999999999612	19109.538	3	19109.538	243.2539999999999612
18905.357	135.0559999999999828	10949.449	4	37920	0	19179.928	634	19179.928	233.975999999999998	19179.928	1	19179.928	237.975999999999998
18930.089	129.4739999999999891	10958.024	5	37980	1	19189.545	631	19189.545	274.187999999999987	19189.545	4	19189.545	284.187999999999987
18934.681	121.0649999999999975	10964.8	6	38040	0	19192.466	633	19192.466	241.7849999999999672	19192.466	7	19192.466	257.7849999999999672
18941.952	94.2899999999999916	10996.075	7	38100	0	19251.803	632	19251.803	301.7139999999999412	19251.803	9	19251.803	321.7139999999999412
19035.171	172.2769999999999862	10996.195	6	38160	0	19300.757	636	19300.757	250.2589999999999565	19300.757	6	19300.757	264.259000000000014
19036.498	157.20599999999996	11004.547	5	38220	0	19308.517	637	19308.517	239.9110000000000002	19308.517	0	19308.517	241.9110000000000002
19066.606	148.3439999999999935	11009.326	6	38280	0	19337.551	635	19337.551	290.379999999999995	19337.551	5	19337.551	302.379999999999995
19077.018	140.9180000000000057	11031.782	7	38340	0	19344.938	640	19344.938	227.3999999999999765	19344.938	3	19344.938	235.3999999999999765
19096.705	158.1030000000000078	11035.857	8	38400	0	19355.441	638	19355.441	272.423000000000001	19355.441	2	19355.441	278.423000000000001
19109.538	158.4579999999999695	11043.097	7	38460	0	19366.259	639	19366.259	251.5539999999999727	19366.259	8	19366.259	269.5539999999999727
19179.928	162.75	11057.921	8	38520	0	19435.75	641	19435.75	251.822000000000002	19435.75	1	19435.75	255.822000000000002
19189.545	140.6200000000000041	11067.997	9	38580	0	19445.704	642	19445.704	246.158999999999991	19445.704	4	19445.704	256.158999999999991
19192.466	134.911999999999977	11072.648	10	38640	0	19453.525	643	19453.525	245.058999999999968	19453.525	7	19453.525	261.058999999999968
19251.803	131.4749999999999653	11082.245	9	38700	0	19549.222	646	19549.222	238.7049999999999827	19549.222	0	19549.222	240.7049999999999827
19300.757	137.2040000000000072	11105.447	8	38760	0	19557.953	644	19557.953	286.149999999999976	19557.953	9	19557.953	306.1499999999999757
19308.517	122.5109999999999952	11118.34	9	38820	0	19575.076	645	19575.076	260.3189999999999592	19575.076	6	19575.076	274.318999999999959
19337.551	131.862999999999999	11138.132	8	38880	0	19622.17	648	19622.17	269.23199999999997	19622.17	3	19622.17	277.23199999999997
19344.938	131.1139999999999755	11138.657	9	38940	0	19653.896	647	19653.896	304.3450000000000262	19653.896	5	19653.896	316.3450000000000262
19355.441	123.7249999999999937	11162.287	8	39000	0	19660.609	650	19660.609	276.3500000000000217	19660.609	8	19660.609	294.3500000000000217
19366.259	103.7599999999999906	11194.9	7	39060	0	19661.305	649	19661.305	299.8639999999999175	19661.305	2	19661.305	305.8639999999999175
19435.75	157.6929999999999828	11199.054	8	39120	0	19708.349	652	19708.349	252.6449999999999807	19708.349	4	19708.349	262.6449999999999807
19445.704	96.3069999999999875	11233.155	7	39180	0	19730.302	651	19730.302	290.5520000000000195	19730.302	1	19730.302	294.5520000000000195
19453.525	82.82299999999997875	11276.551	6	39240	0	19775.756	653	19775.756	306.230999999999994	19775.756	7	19775.756	322.230999999999994
19549.222	92.1399999999999861	11283.703	5	39300	0	19807.451	654	19807.451	256.2289999999999272	19807.451	0	19807.451	258.2289999999999272
19557.953	85.3179999999999833	11300.396	6	39360	1	19868.596	655	19868.596	290.6429999999999142	19868.596	9	19868.596	310.6429999999999142
19575.076	80.72799999999998	11316.823	5	39420	3	19918.957	657	19918.957	288.78699999999992	19918.957	3	19918.957	296.78699999999992
19622.17	108.0180000000000003	11326.757	4	39480	3	19924.449	658	19924.449	258.552999999999997	19924.449	5	19924.449	270.5529999999999962
19653.896	122.756	11344.495	5	39540	1	19926.69	656	19926.69	337.6139999999999175	19926.69	6	19926.69	351.6139999999999175
19660.609	118.3909999999999903	11344.972	4	39600	2	19943.495	660	19943.495	276.18999999999994	19943.495	2	19943.495	282.18999999999994
19661.305	104.4859999999999895	11396.543	3	39660	5	19943.79	659	19943.79	265.1809999999999252	19943.79	8	19943.79	283.1809999999999252
19708.349	120.903999999999996	11426.173	2	39720	4	19986.103	662	19986.103	251.8009999999999865	19986.103	1	19986.103	255.8009999999999865
19730.302	130.6719999999999681	11432.215	1	39780	5	19986.367	661	19986.367	268.0179999999999145	19986.367	4	19986.367	278.0179999999999142
19775.756	169.2129999999999647	11438.415	2	39840	3	20052.42	663	20052.42	260.6639999999999862	20052.42	7	20052.42	276.6639999999999862
19807.451	164	11494.397	3	39900	2	20071.488	664	20071.488	262.03699999999992	20071.488	0	20071.488	264.03699999999992
19868.596	222.4209999999999915	11495.65	4	39960	2	20129.592	665	20129.592	240.99599999999998	20129.592	9	20129.592	260.99599999999998
19918.957	258.9700000000000265	11496.838	5	40020	1	20174.861	666	20174.861	247.903999999999996	20174.861	3	20174.861	255.903999999999996
19924.449	245.7889999999999862	11500.744	4	40080	0	20200.774	669	20200.774	251.278999999999996	20200.774	2	20200.774	257.278999999999996
19926.69	223.805999999999982	11518.615	5	40140	0	20217.155	670	20217.155	255.3650000000000082	20217.155	8	20217.155	273.3650000000000082
19943.495	210.4499999999999877	11524.045	4	40200	0	20235.063	668	20235.063	294.372999999999932	20235.063	6	20235.063	308.372999999999932
19943.79	174.1839999999999683	11532.667	3	40260	0	20237.987	667	20237.987	301.5380000000000095	20237.987	5	20237.987	313.5380000000000095
19986.103	216.3720000000000135	11559.168	4	40320	0	20275.015	672	20275.015	278.6480000000000237	20275.015	4	20275.015	288.6480000000000232
19986.367	214.4559999999999596	11567.518	5	40380	0	20283.129	671	20283.129	293.0259999999999525	20283.129	1	20283.129	297.0259999999999525
20052.42	270.026999999999929	11586.206	4	40440	0	20316.456	673	20316.456	248.0360000000000002	20316.456	7	20316.456	264.0359999999999437
20071.488	233.4250000000000105	11591.9	3	40500	0	20360.067	674	20360.067	286.57899999999995	20360.067	0	20360.067	288.57899999999995
20129.592	271.0309999999999482	11606.573	2	40560	0	20413.359	676	20413.359	230.4979999999999895	20413.359	3	20413.359	238.4979999999999895
20174.861	284.2409999999999845	11628.411	1	40620	0	20432.615	675	20432.615	283.0230000000000235	20432.615	9	20432.615	303.0230000000000232
20200.774	279.504999999999995	11646.583	2	40680	0	20447.632	677	20447.632	240.858000000000003	20447.632	2	20447.632	246.858000000000003
20217.155	295.591000000000007	11652.572	1	40740	0	20480.453	678	20480.453	245.298000000000001	20480.453	8	20480.453	263.298000000000001
20235.063	312.3980000000000232	11664.314	2	40800	2	20499.422	679	20499.422	250.3589999999999795	20499.422	6	20499.422	264.3589999999999227
20237.987	307.8099999999999445	11701.481	3	40860	4	20515.089	681	20515.089	230.074000000000011	20515.089	4	20515.089	240.074000000000011
20275.015	333.3279999999999732	11702.319	4	40920	5	20562.794	680	20562.794	312.807000000000015	20562.794	5	20562.794	324.807000000000015
20283.129	334.8099999999999445	11719.734	5	40980	4	20587.86	683	20587.86	255.403999999999996	20587.86	7	20587.86	271.4039999999999952
20316.456	347.9919999999999607	11720.707	6	41040	7	20606.691	682	20606.691	319.5620000000000107	20606.691	1	20606.691	323.5620000000000107
20360.067	342.7999999999999532	11750.301	5	41100	7	20626.278	684	20626.278	264.2110000000000115	20626.278	0	20626.278	266.2110000000000115
20413.359	346.9990000000000225	11751.085	4	41160	11	20696.207	686	20696.207	243.5919999999999837	20696.207	9	20696.207	263.5919999999999837
20432.615	356.4900000000000077	11765.964	5	41220	11	20710.703	685	20710.703	289.3439999999999362	20710.703	3	20710.703	297.3439999999999362
20447.632	334.754999999999995	11772.475	4	41280	10	20759.574	687	20759.574	305.9420000000000062	20759.574	2	20759.574	311.9420000000000062
20480.453	339.2029999999999732	11782.2	3	41340	10	20767.165	688	20767.165	268.7119999999999882	20767.165	8	20767.165	286.7119999999999882
20499.422	343.336999999999988	11802.219	4	41400	11	20785.797	689	20785.797	272.375	20785.797	6	20785.797	286.375
20515.089	294.394000000000004	11825.961	5	41460	11	20806.819	690	20806.819	281.7300000000000175	20806.819	4	20806.819	291.7300000000000175
20562.794	313.2469999999999565	11827.836	4	41520	13	20844.15	691	20844.15	269.355999999999994	20844.15	5	20844.15	281.355999999999994
20587.86	318.1699999999999577	11844.898	5	41580	11	20873.292	693	20873.292	262.600999999999998	20873.292	1	20873.292	266.600999999999998
20606.691	275.024	11863.004	4	41640	12	20891.605	694	20891.605	263.326999999999997	20891.605	0	20891.605	265.326999999999997
20626.278	279.5899999999999167	11864.098	3	41700	13	20895.695	692	20895.695	291.8349999999999217	20895.695	7	20895.695	307.8349999999999217
20696.207	335.1889999999999637	11864.318	2	41760	16	21015.174	695	21015.174	298.966999999999983	21015.174	9	21015.174	318.966999999999983
20710.703	303.7099999999999217	11897.047	1	41820	15	21023.937	696	21023.937	305.233999999999922	21023.937	3	21023.937	313.233999999999922
20759.574	346.9560000000000157	11900.249	0	41880	11	21050.271	700	21050.271	233.451999999999997	21050.271	4	21050.271	243.451999999999997
20767.165	234.0419999999999725	11928.701	1	41940	12	21055.627	698	21055.627	270.4619999999999882	21055.627	8	21055.627	288.461999999999988
20785.797	170.1229999999999897	11961.647	2	42000	13	21061.504	697	21061.504	295.929999999999949	21061.504	2	21061.504	301.929999999999949
20806.819	164.002000000000009	11967.391	3	42060	14	21069.481	699	21069.481	269.683999999999968	21069.481	6	21069.481	283.683999999999968
20844.15	168.123999999999966	12000.436	2	42120	11	21109.783	703	21109.783	216.177999999999997	21109.783	0	21109.783	218.177999999999997
20873.292	185.8709999999999803	12027.795	1	42180	12	21124.576	702	21124.576	247.283999999999991	21124.576	1	21124.576	251.283999999999991
20891.605	134.4479999999999786	12046.501	0	42240	13	21129.068	701	21129.068	272.9180000000000052	21129.068	5	21129.068	284.9180000000000052
20895.695	118.1869999999999828	12070.128	0	42300	13	21180.296	704	21180.296	268.600999999999998	21180.296	7	21180.296	284.6009999999999977
21015.174	232.7760000000000095	12075.577	1	42360	12	21289.927	706	21289.927	257.9900000000000082	21289.927	3	21289.927	265.9900000000000082
21023.937	217.8369999999999883	12086.216	2	42420	12	21306.937	705	21306.937	271.762999999999919	21306.937	9	21306.937	291.762999999999919
21050.271	244.1669999999999725	12121.94	1	42480	11	21364.47	708	21364.47	290.8429999999999595	21364.47	8	21364.47	308.8429999999999595
21055.627	208.0559999999999825	12128.345	2	42540	10	21376.887	709	21376.887	309.3829999999999232	21376.887	2	21376.887	315.3829999999999232
21061.504	212.575999999999964	12128.364	1	42600	9	21391.903	710	21391.903	308.4220000000000242	21391.903	6	21391.903	322.4220000000000242
21069.481	205.3739999999999658	12133.647	2	42660	7	21397.989	712	21397.989	269.41300000000001	21397.989	1	21397.989	273.41300000000001
21109.783	238.632000000000004	12139.944	1	42720	8	21400.261	711	21400.261	288.4779999999999507	21400.261	0	21400.261	290.4779999999999507
