
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220306-02:33:37-14172)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220306-02:33:37-14172)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220306-02:33:37-14172)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220306-02:33:37-14172)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220306-02:33:37-14172)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220306-02:33:37-14172)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220306-02:33:37-14172)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220306-02:33:37-14172)	
0	0	0	0	60	0	182.721	1	182.721	107.1850000000000019	182.721	1	182.721	111.1850000000000019	600	12
71.536	0	71.536	0	120	0	368.19	2	368.19	270.4299999999999492	368.19	2	368.19	276.429999999999949	1200	11
91.76	0	91.76	0	180	0	406.435	0	406.435	404.4349999999999445	406.435	0	406.435	406.4349999999999445	1800	16
125.326	0	125.326	0	240	0	432.43	4	432.43	232.6619999999999767	432.43	1	432.43	236.6619999999999767	2400	13
195.768	0	195.768	0	300	0	505.798	6	505.798	188.7599999999999901	505.798	5	505.798	200.7599999999999901	3000	12
272.032	0	272.032	0	360	0	542.402	8	542.402	75.2299999999999894	542.402	0	542.402	77.2299999999999894	3600	14
305.038	0	305.038	0	420	0	544.307	3	544.307	410.980999999999994	544.307	3	544.307	418.980999999999994	4200	12
395.893	0	395.893	0	480	0	664.618	9	664.618	156.1030000000000078	664.618	1	664.618	160.1030000000000078	4800	7
465.172	0	465.172	0	540	0	680.814	12	680.814	48.4599999999999935	680.814	3	680.814	56.45999999999999345	5400	12
504.515	0	504.515	0	600	0	691.925	7	691.925	290.0319999999999242	691.925	2	691.925	296.0319999999999242	6000	9
534.381	0	534.381	0	660	0	714.668	11	714.668	147.5360000000000008	714.668	0	714.668	149.5360000000000008	6600	8
565.132	0	565.132	0	720	0	855.261	13	855.261	182.2709999999999575	855.261	6	855.261	196.2709999999999575	7200	9
624.354	0	624.354	0	780	0	921.271	16	921.271	87.8760000000000045	921.271	2	921.271	93.8760000000000044	7800	11
658.99	0	658.99	0	840	0	968.127	10	968.127	421.745999999999979	968.127	5	968.127	433.745999999999979	8400	12
675.833	0	675.833	0	900	0	980.182	14	980.182	300.3489999999999317	980.182	1	980.182	304.3489999999999317	9000	11
747.031	0	747.031	0	960	0	1078.763	15	1078.763	329.73199999999997	1078.763	0	1078.763	331.73199999999997	9600	13
