
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220306-23:55:34-5964)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220306-23:55:34-5964)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220306-23:55:34-5964)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220306-23:55:34-5964)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220306-23:55:34-5964)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220306-23:55:34-5964)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220306-23:55:34-5964)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220306-23:55:34-5964)	
0	0	0	0	60	0	376.299	1	376.299	300.762999999999919	376.299	1	376.299	304.762999999999919	600	9
71.536	0	71.536	0	120	0	393.744	2	393.744	282.6419999999999377	393.744	2	393.744	288.6419999999999377	1200	9
105.102	0	105.102	0	180	0	500.762	0	500.762	498.761999999999942	500.762	0	500.762	500.761999999999942	1800	13
120.539	0	120.539	0	240	0	693.031	4	693.031	486.2959999999999335	693.031	4	693.031	496.2959999999999335	2400	8
196.735	0	196.735	0	300	0	776.422	3	776.422	647.883000000000036	776.422	3	776.422	655.883000000000036	3000	10
433.794	0	433.794	0	360	0	919.296	7	919.296	401.629999999999994	919.296	0	919.296	403.629999999999994	3600	8
485.8	0	485.8	0	420	0	928.681	6	928.681	436.8809999999999695	928.681	2	928.681	442.8809999999999695	4200	11
515.666	0	515.666	0	480	0	1037.227	9	1037.227	398.4610000000000112	1037.227	6	1037.227	412.4610000000000112	4800	13
546.417	0	546.417	0	540	0	1171.01	12	1171.01	351.8650000000000077	1171.01	3	1171.01	359.8650000000000077	5400	5
624.766	0	624.766	0	600	0	1274.578	5	1274.578	836.7839999999998755	1274.578	1	1274.578	840.7839999999998755	6000	9
695.964	0	695.964	0	660	0	1278.531	11	1278.531	486.2029999999999725	1278.531	7	1278.531	502.2029999999999725	6600	10
776.328	0	776.328	0	720	0	1324.757	13	1324.757	484.036999999999919	1324.757	8	1324.757	502.036999999999919	7200	14
811.145	0	811.145	0	780	0	1381.995	8	1381.995	823.5779999999999725	1381.995	5	1381.995	835.5779999999999725	7800	13
822.72	0	822.72	0	840	0	1407.224	15	1407.224	394.146999999999933	1407.224	0	1407.224	396.146999999999933	8400	10
897.477	0	897.477	0	900	0	1457.74	14	1457.74	540.262999999999918	1457.74	9	1457.74	560.262999999999918	9000	8
1011.077	0	1011.077	0	960	0	1474.382	18	1474.382	233.704000000000007	1474.382	3	1474.382	241.704000000000007	9600	9
1091.97	0	1091.97	0	1020	0	1485.028	10	1485.028	779.0639999999998475	1485.028	4	1485.028	789.0639999999998475	10200	14
1168.874	0	1168.874	0	1080	0	1572.941	16	1572.941	474.971000000000002	1572.941	2	1572.941	480.971000000000002	10800	12
1232.678	0	1232.678	0	1140	0	1614.451	17	1614.451	431.5769999999999962	1614.451	6	1614.451	445.5769999999999962	11400	5
1274.578	26.35300000000000145	1248.225	1	1200	0	1658.02	23	1658.02	248.7959999999999915	1658.02	0	1658.02	250.7959999999999915	12000	11
1278.531	14.27100000000000072	1264.26	2	1260	1	1681.419	25	1681.419	199.036999999999977	1681.419	3	1681.419	207.036999999999977	12600	5
1324.757	39.63299999999999545	1274.578	1	1320	1	1783.97	21	1783.97	441.212999999999964	1783.97	8	1783.97	459.2129999999999632	13200	9
1381.995	9.72599999999999906	1278.531	0	1380	1	1889.754	19	1889.754	611.175999999999929	1889.754	1	1889.754	615.175999999999929	13800	12
1407.224	1.137000000000000006	1285.124	1	1440	1	1895.194	24	1895.194	417.4539999999999492	1895.194	9	1895.194	437.4539999999999492	14400	6
1457.74	41.6129999999999994	1324.757	0	1500	0	1942.823	22	1942.823	548.8279999999999725	1942.823	5	1942.823	560.8279999999999725	15000	6
1474.382	24.9649999999999962	1372.269	1	1560	0	1948.968	26	1948.968	406.2819999999999237	1948.968	4	1948.968	416.2819999999999237	15600	16
1532.686	0	1381.995	0	1620	0	2122.507	28	2122.507	483.591000000000006	2122.507	6	2122.507	497.591000000000006	16200	12
1574.496	0	1406.087	1	1680	0	2127.256	27	2127.256	546.75999999999999	2127.256	2	2127.256	552.75999999999999	16800	8
1624.916	0	1407.224	0	1740	0	2168.136	30	2168.136	471.052000000000019	2168.136	3	2168.136	479.052000000000019	17400	17
1658.02	10.20299999999999935	1416.127	1	1800	0	2248.002	31	2248.002	420.1839999999999677	2248.002	8	2248.002	438.1839999999999677	18000	10
1689.084	0	1449.417	2	1860	1	2248.237	29	2248.237	588.2169999999998685	2248.237	0	2248.237	590.2169999999998685	18600	3
1809.818	0	1457.74	1	1920	0	2271.182	20	2271.182	976.650999999999837	2271.182	7	2271.182	992.650999999999837	19200	14
1889.754	38.88599999999999555	1474.382	0	1980	0	2296.67	32	2296.67	402.915999999999939	2296.67	1	2296.67	406.915999999999939	19800	4
2105.132	0	1532.686	0	2040	0	2499.19	34	2499.19	304.5090000000000137	2499.19	2	2499.19	310.5090000000000137	20400	8
2188.681	0	1574.496	0	2100	0	2580.52	33	2580.52	465.3879999999999185	2580.52	4	2580.52	475.3879999999999185	21000	5
2293.721	0	1624.916	0	2160	0	2743.345	35	2743.345	447.6240000000000225	2743.345	0	2743.345	449.6240000000000225	21600	6
2313.657	0	1647.817	1	2220	0	2777.201	39	2777.201	344.9089999999999905	2777.201	6	2777.201	358.9089999999999905	22200	7
2360.913	0	1658.02	0	2280	0	2805.625	37	2805.625	436.711999999999988	2805.625	3	2805.625	444.711999999999988	22800	10
2385.916	0	1689.084	0	2340	0	2894.73	36	2894.73	577.0729999999998635	2894.73	1	2894.73	581.0729999999998635	23400	9
2418.292	0	1809.818	0	2400	0	2927.617	38	2927.617	529.70100000000002	2927.617	5	2927.617	541.70100000000002	24000	14
2540.415	0	1850.868	1	2460	0	2975.416	40	2975.416	429.0009999999999742	2975.416	2	2975.416	435.0009999999999742	24600	14
2606.81	0	1889.754	0	2520	0	3158.609	41	3158.609	541.7989999999999765	3158.609	4	3158.609	551.7989999999999765	25200	9
2715.67	0	2105.132	0	2580	0	3308.878	46	3308.878	478.351999999999973	3308.878	3	3308.878	486.351999999999973	25800	12
2783.048	0	2188.681	0	2640	0	3345.084	47	3345.084	485.802000000000019	3345.084	9	3345.084	505.802000000000019	26400	13
2794.617	0	2293.721	0	2700	0	3393.498	48	3393.498	494.767999999999913	3393.498	1	3393.498	498.767999999999913	27000	11
2799.829	0	2313.657	0	2760	0	3462.646	44	3462.646	654.0289999999999935	3462.646	6	3462.646	668.0289999999999935	27600	12
2822.526	0	2360.913	0	2820	0	3500.388	45	3500.388	682.558999999999966	3500.388	8	3500.388	700.558999999999966	28200	10
2839.282	0	2385.916	0	2880	0	3545.967	42	3545.967	814.2970000000000225	3545.967	7	3545.967	830.2970000000000225	28800	5
2894.73	14.53699999999999897	2418.292	0	2940	0	3558.327	49	3558.327	542.193999999999958	3558.327	2	3558.327	548.193999999999958	29400	4
3010.133	0	2540.415	0	3000	0	3732.126	50	3732.126	404.0620000000000107	3732.126	3	3732.126	412.0620000000000107	30000	12
3320.064	0	2606.81	0	3060	0	3756.505	54	3756.505	229.2709999999999572	3756.505	6	3756.505	243.2709999999999572	30600	10
3374.212	0	2715.67	0	3120	0	3830.414	53	3830.414	391.774	3830.414	5	3830.414	403.774	31200	13
3416.672	0	2783.048	0	3180	0	3896.523	43	3896.523	1111.474999999999904	3896.523	0	3896.523	1113.474999999999904	31800	11
3426.64	0	2794.617	0	3240	0	3943.413	51	3943.413	559.2010000000000195	3943.413	4	3943.413	569.2010000000000195	32400	11
3513.234	0	2799.829	0	3300	0	4063.889	57	4063.889	417.6630000000000095	4063.889	8	4063.889	435.6630000000000095	33000	7
3583.888	0	2822.526	0	3360	0	4066.041	59	4066.041	299.290999999999939	4066.041	9	4066.041	319.290999999999939	33600	9
3598.671	0	2839.282	0	3420	0	4089.346	56	4089.346	474.674999999999953	4089.346	7	4089.346	490.674999999999953	34200	8
3628.226	0	2880.193	1	3480	0	4160.342	58	4160.342	408.2659999999999612	4160.342	3	4160.342	416.2659999999999612	34800	11
3744.076	0	2894.73	0	3540	0	4459.556	62	4459.556	561.0329999999999	4459.556	0	4459.556	563.0329999999999	35400	7
3746.75	0	3010.133	0	3600	0	4469.649	52	4469.649	1048.976999999999859	4469.649	1	4469.649	1052.976999999999859	36000	7
3762.533	0	3320.064	0	3660	0	4475.055	55	4475.055	885.1669999999999135	4475.055	2	4475.055	891.1669999999999135	36600	7
3830.414	46.06999999999999305	3374.212	0	3720	0	4475.919	67	4475.919	307.5769999999999967	4475.919	3	4475.919	315.5769999999999967	37200	6
3896.523	64.37999999999999515	3416.672	0	3780	0	4502.597	63	4502.597	549.1839999999999675	4502.597	4	4502.597	559.183999999999967	37800	10
3943.413	84.875	3426.64	0	3840	1	4545.541	65	4545.541	459.5	4545.541	9	4545.541	479.5	38400	9
4063.889	144.3809999999999712	3513.234	0	3900	1	4699.838	64	4699.838	617.94899999999984	4699.838	8	4699.838	635.94899999999984	39000	8
4066.041	92.5699999999999926	3583.888	0	3960	1	4860.5	71	4860.5	376.5810000000000157	4860.5	3	4860.5	384.5810000000000157	39600	6
4098.262	0	3598.671	0	4020	2	4881.352	69	4881.352	407.7029999999999727	4881.352	1	4881.352	411.7029999999999727	40200	8
4160.342	31.54299999999999915	3628.226	0	4080	0	5109.852	61	5109.852	1267.438000000000097	5109.852	5	5109.852	1279.438000000000097	40800	9
4459.556	206.7049999999999832	3744.076	0	4140	1	5154.167	66	5154.167	1039.904999999999741	5154.167	7	5154.167	1055.904999999999741	41400	9
4469.649	210.0809999999999596	3746.75	0	4200	0	5166.501	68	5166.501	704.9449999999999335	5166.501	0	5166.501	706.9449999999999335	42000	6
4475.055	199.0009999999999757	3762.533	0	4260	2	5189.928	75	5189.928	321.4279999999999962	5189.928	3	5189.928	329.4279999999999962	42600	12
4475.919	191.4479999999999783	3784.344	1	4320	4	5198.734	72	5198.734	686.136999999999941	5198.734	4	5198.734	696.136999999999941	43200	12
