
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220307-14:34:36-8588)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220307-14:34:36-8588)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220307-14:34:36-8588)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220307-14:34:36-8588)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220307-14:34:36-8588)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220307-14:34:36-8588)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220307-14:34:36-8588)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220307-14:34:36-8588)	
0	0	0	0	60	0	149.4	1	149.4	91.74799999999999015	149.4	1	149.4	95.7479999999999901	600	18
53.652	0	53.652	0	120	0	297.164	2	297.164	222.3439999999999932	297.164	2	297.164	228.3439999999999932	1200	17
68.82	0	68.82	0	180	0	331.548	0	331.548	329.5480000000000007	331.548	0	331.548	331.5480000000000007	1800	17
93.995	0	93.995	0	240	0	348.957	4	348.957	192.129999999999995	348.957	4	348.957	202.129999999999995	2400	12
146.827	0	146.827	0	300	0	397.787	6	397.787	157.0079999999999806	397.787	5	397.787	169.0079999999999806	3000	16
204.025	0	204.025	0	360	0	436.78	3	436.78	334.7849999999999667	436.78	3	436.78	342.7849999999999667	3600	19
228.779	0	228.779	0	420	1	500.345	8	500.345	149.4660000000000075	500.345	0	500.345	151.4660000000000075	4200	8
297.164	0.243999999999999994	296.92	1	480	1	533.816	10	533.816	124.028999999999996	533.816	5	533.816	136.028999999999996	4800	15
348.879	0	297.164	0	540	2	541.19	7	541.19	238.0260000000000095	541.19	2	541.19	244.0260000000000095	5400	7
378.386	0	348.879	0	600	3	613.325	11	613.325	168.5449999999999583	613.325	3	613.325	176.5449999999999583	6000	17
397.787	12.61700000000000083	378.386	0	660	4	654.162	12	654.162	151.8170000000000068	654.162	0	654.162	153.8170000000000068	6600	18
436.78	28.5459999999999993	385.17	1	720	6	655.273	9	655.273	266.8869999999999425	655.273	4	655.273	276.8869999999999425	7200	14
500.345	73.1959999999999976	397.787	0	780	7	816.976	14	816.976	269.7859999999999437	816.976	2	816.976	275.7859999999999437	7800	21
533.816	47.90500000000000095	408.234	1	840	6	820.173	16	820.173	164.0109999999999666	820.173	0	820.173	166.0109999999999666	8400	15
541.19	42.64699999999999117	427.149	2	900	6	897.27	13	897.27	351.4539999999999495	897.27	5	897.27	363.4539999999999492	9000	13
613.325	112.0130000000000048	436.78	1	960	6	936.765	17	936.765	271.491999999999961	936.765	4	936.765	281.4919999999999607	9600	12
654.162	99.4509999999999931	485.911	2	1020	7	950.351	15	950.351	329.0259999999999525	950.351	3	950.351	337.0259999999999525	10200	22
655.273	60.00999999999999065	498.543	3	1080	8	1068.853	20	1068.853	159.5829999999999695	1068.853	5	1068.853	171.5829999999999695	10800	10
816.976	212.6459999999999575	500.345	2	1140	7	1070.371	21	1070.371	123.6059999999999941	1070.371	4	1070.371	133.6059999999999941	11400	11
820.173	189.7299999999999603	501.312	3	1200	5	1079.593	18	1079.593	256.616999999999961	1079.593	2	1079.593	262.616999999999961	12000	10
897.27	258.1459999999999572	533.816	2	1260	4	1096.132	22	1096.132	137.7810000000000053	1096.132	3	1096.132	145.7810000000000053	12600	7
936.765	293.7060000000000157	541.19	1	1320	4	1138.783	25	1138.783	53.1899999999999975	1138.783	2	1138.783	59.1899999999999975	13200	17
950.351	273.1669999999999157	554.711	2	1380	3	1175.744	19	1175.744	353.571000000000025	1175.744	0	1175.744	355.571000000000025	13800	12
1068.853	357.5179999999999132	595.263	3	1440	2	1186.261	5	1186.261	978.235999999999872	1186.261	1	1186.261	982.235999999999872	14400	11
1070.371	343.127999999999928	604.33	4	1500	1	1214.555	28	1214.555	36.81099999999999267	1214.555	0	1214.555	38.81099999999999267	15000	10
1079.593	267.1499999999999765	613.325	3	1560	2	1292.406	30	1292.406	75.8509999999999988	1292.406	0	1292.406	77.8509999999999988	15600	14
1096.132	253.204000000000007	630.443	4	1620	6	1311.255	27	1311.255	166.4719999999999793	1311.255	2	1311.255	172.4719999999999791	16200	16
1138.783	237.8499999999999652	639.124	5	1680	7	1343.659	31	1343.659	49.253	1343.659	0	1343.659	51.253	16800	19
1175.744	254.887	643.059	6	1740	7	1349.626	24	1349.626	269.254999999999995	1349.626	4	1349.626	279.254999999999995	17400	18
1186.261	207.7259999999999983	654.162	5	1800	8	1355.533	29	1355.533	165.2719999999999907	1355.533	1	1355.533	169.2719999999999907	18000	16
1214.555	188.1669999999999726	655.273	4	1860	7	1437.098	32	1437.098	119.8429999999999888	1437.098	2	1437.098	125.8429999999999888	18600	9
1292.406	244.954000000000007	677.184	5	1920	7	1459.433	23	1459.433	378.5799999999999265	1459.433	5	1459.433	390.5799999999999265	19200	15
