
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220306-23:42:48-2208)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220306-23:42:48-2208)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220306-23:42:48-2208)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220306-23:42:48-2208)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220306-23:42:48-2208)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220306-23:42:48-2208)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220306-23:42:48-2208)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220306-23:42:48-2208)	
0	0	0	0	60	0	132.449	0	132.449	130.4490000000000118	132.449	0	132.449	132.4490000000000118	600	9
71.536	0	71.536	0	120	0	163.557	1	163.557	88.0209999999999863	163.557	1	163.557	92.0209999999999863	1200	13
105.102	0	105.102	0	180	0	195.24	2	195.24	84.13800000000000485	195.24	2	195.24	90.13800000000000485	1800	14
132.449	11.9100000000000001	120.539	1	240	0	296.852	3	296.852	162.4029999999999626	296.852	0	296.852	164.4029999999999626	2400	11
196.735	0	132.449	0	300	0	328.513	4	328.513	127.7779999999999907	328.513	1	328.513	131.7779999999999626	3000	7
433.794	0	196.735	0	360	0	606.989	6	606.989	117.1889999999999922	606.989	1	606.989	121.1889999999999922	3600	9
485.8	0	433.794	0	420	0	631.301	7	631.301	109.6349999999999906	631.301	2	631.301	115.6349999999999903	4200	10
515.666	0	485.8	0	480	0	638.676	5	638.676	202.882000000000004	638.676	0	638.676	204.882000000000004	4800	8
606.989	60.5720000000000025	515.666	0	540	0	754.038	8	754.038	143.0489999999999778	754.038	1	754.038	147.0489999999999778	5400	8
631.301	6.535000000000000115	546.417	1	600	1	762.925	10	762.925	119.316000000000002	762.925	0	762.925	121.316000000000002	6000	10
641.609	0	606.989	0	660	0	781.382	9	781.382	144.08099999999996	781.382	2	781.382	150.08099999999996	6600	7
754.038	81.9749999999999939	624.766	1	720	1	843.402	11	843.402	85.3640000000000039	843.402	1	843.402	89.3640000000000039	7200	9
762.925	30.91599999999999667	631.301	0	780	2	862.792	13	862.792	75.4099999999999963	862.792	2	862.792	81.4099999999999963	7800	10
781.382	37.7980000000000017	641.609	0	840	3	892.219	12	892.219	127.2939999999999823	892.219	0	892.219	129.2939999999999823	8400	8
843.402	94.5720000000000023	672.063	1	900	0	941.361	14	941.361	93.9590000000000028	941.361	1	941.361	97.9590000000000028	9000	7
