
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220306-23:51:40-9808)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220306-23:51:40-9808)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220306-23:51:40-9808)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220306-23:51:40-9808)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220306-23:51:40-9808)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220306-23:51:40-9808)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220306-23:51:40-9808)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220306-23:51:40-9808)	
0	0	0	0	60	0	279.598	1	279.598	204.0620000000000112	279.598	1	279.598	208.0620000000000112	600	9
71.536	0	71.536	0	120	0	303.515	2	303.515	192.4130000000000103	303.515	2	303.515	198.4130000000000103	1200	9
105.102	0	105.102	0	180	0	333.347	0	333.347	331.3469999999999782	333.347	0	333.347	333.3469999999999782	1800	13
120.539	0	120.539	0	240	0	530.068	4	530.068	323.332999999999969	530.068	4	530.068	333.332999999999969	2400	10
196.735	0	196.735	0	300	0	555.749	3	555.749	427.2099999999999207	555.749	3	555.749	435.2099999999999207	3000	9
433.794	0	433.794	0	360	0	781.366	6	781.366	291.5659999999999157	781.366	1	781.366	295.5659999999999157	3600	13
485.8	0	485.8	0	420	0	790.571	7	790.571	268.904999999999972	790.571	2	790.571	274.9049999999999717	4200	13
515.666	0	515.666	0	480	0	899.634	9	899.634	266.8679999999999375	899.634	3	899.634	274.867999999999937	4800	7
546.417	0	546.417	0	540	0	984.441	5	984.441	548.6469999999999325	984.441	0	984.441	550.6469999999999325	5400	8
624.766	0	624.766	0	600	0	1052.058	12	1052.058	236.91300000000001	1052.058	1	1052.058	240.91300000000001	6000	9
695.964	0	695.964	0	660	0	1096.574	8	1096.574	540.1569999999999235	1096.574	4	1096.574	550.1569999999999235	6600	5
776.328	0	776.328	0	720	0	1113.601	11	1113.601	323.2730000000000232	1113.601	6	1113.601	337.2730000000000232	7200	9
811.145	0	811.145	0	780	0	1150.601	13	1150.601	321.8809999999999707	1150.601	2	1150.601	327.8809999999999707	7800	14
822.72	0	822.72	0	840	0	1219.505	10	1219.505	511.540999999999938	1219.505	5	1219.505	523.540999999999938	8400	10
897.477	0	897.477	0	900	0	1271.503	14	1271.503	358.0259999999999525	1271.503	7	1271.503	374.025999999999952	9000	11
1011.077	0	1011.077	0	960	0	1277.171	15	1277.171	264.0939999999999362	1277.171	0	1277.171	266.0939999999999362	9600	11
1091.97	0	1091.97	0	1020	0	1401.631	18	1401.631	160.952999999999974	1401.631	3	1401.631	168.952999999999974	10200	16
1168.874	0	1168.874	0	1080	0	1412.023	16	1412.023	316.0529999999999962	1412.023	1	1412.023	320.0529999999999962	10800	10
1232.678	0	1232.678	0	1140	0	1463.031	17	1463.031	288.1569999999999242	1463.031	2	1463.031	294.1569999999999242	11400	9
1248.225	0	1248.225	0	1200	0	1600.273	25	1600.273	138.6669999999999726	1600.273	7	1600.273	154.6669999999999726	12000	4
1264.26	0	1264.26	0	1260	0	1661.838	19	1661.838	403.6129999999999415	1661.838	4	1661.838	413.6129999999999415	12600	14
1285.124	0	1285.124	0	1320	0	1710.222	24	1710.222	279.076999999999997	1710.222	3	1710.222	287.076999999999997	13200	8
1372.269	0	1372.269	0	1380	0	1776.723	21	1776.723	489.5989999999999315	1776.723	0	1776.723	491.5989999999999315	13800	9
1413.105	0	1413.105	0	1440	0	1807.557	23	1807.557	390.4519999999999967	1807.557	1	1807.557	394.4519999999999967	14400	10
1423.145	0	1423.145	0	1500	0	1855.865	26	1855.865	271.8959999999999572	1855.865	2	1855.865	277.8959999999999572	15000	8
1445.606	0	1445.606	0	1560	0	1914.821	20	1914.821	638.560999999999919	1914.821	5	1914.821	650.560999999999919	15600	9
1577.969	0	1577.969	0	1620	0	1990.036	22	1990.036	603.7670000000000505	1990.036	6	1990.036	617.7670000000000505	16200	15
1619.779	0	1619.779	0	1680	0	1997.982	27	1997.982	362.2029999999999727	1997.982	7	1997.982	378.2029999999999727	16800	13
1670.199	0	1670.199	0	1740	0	2001.793	28	2001.793	321.5939999999999362	2001.793	4	2001.793	331.5939999999999362	17400	8
1693.1	0	1693.1	0	1800	0	2055.901	30	2055.901	313.5339999999999905	2055.901	3	2055.901	321.5339999999999905	18000	9
1734.367	0	1734.367	0	1860	0	2099.954	29	2099.954	388.8539999999999267	2099.954	8	2099.954	406.8539999999999267	18600	11
1855.101	0	1855.101	0	1920	0	2169.882	32	2169.882	269.730999999999994	2169.882	1	2169.882	273.730999999999994	19200	4
1896.151	0	1896.151	0	1980	0	2240.144	34	2240.144	206.4699999999999696	2240.144	4	2240.144	216.4699999999999696	19800	6
1940.125	0	1940.125	0	2040	0	2256.018	33	2256.018	309.8929999999999142	2256.018	2	2256.018	315.8929999999999142	20400	12
