
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220621-02:57:15-6016)	
234971.605	1377.031999999999693	118092.987	21			235171.423	8381	235171.423	31.42799999999999717	235171.423	7	235171.423	47.42799999999999705		
235042.351	1436.344000000000045	118096.729	22			235182.478	8376	235182.478	132.3410000000000077	235182.478	2	235182.478	138.3410000000000077		
235044.137	1433.509999999999757	118115.73	21			235227.532	8378	235227.532	137.1449999999999813	235227.532	1	235227.532	141.1449999999999812		
235081.153	1439.22899999999981	118120.551	20			235295.718	8385	235295.718	107.2399999999999801	235295.718	2	235295.718	113.2399999999999801		
235086.387	1439.396999999999928	118139.601	19			235301.672	8386	235301.672	70.13999999999998615	235301.672	1	235301.672	74.1399999999999861		
235098.884	1425.926999999999676	118141.809	20			235327.011	8379	235327.011	214.1270000000000088	235327.011	6	235327.011	228.1270000000000087		
235112.742	1422.40999999999985	118146.96	21			235367.777	8384	235367.777	180.3539999999999843	235367.777	7	235367.777	196.3539999999999843		
235123.995	1414.636999999999712	118161.353	20			235374.624	8380	235374.624	241.882000000000004	235374.624	9	235374.624	261.8819999999999472		
235156.412	1439.195999999999907	118178.402	21			235376.541	8387	235376.541	74.82299999999997875	235376.541	2	235376.541	80.82299999999997875		
235158.959	1349.545999999999816	118180.28	20			235384.437	8388	235384.437	78.7649999999999861	235384.437	1	235384.437	82.7649999999999861		
235171.423	1331.599999999999903	118185.141	21			235402.106	8371	235402.106	431.369000000000027	235402.106	4	235402.106	441.369000000000027		
235182.478	1342.070999999999907	118194.47	20			235408.384	8373	235408.384	420	235408.384	8	235408.384	438		
235227.532	1381.583000000000078	118204.51	21			235445.038	8391	235445.038	50.4140000000000013	235445.038	9	235445.038	70.413999999999987		
235295.718	1444.644999999999976	118209.517	22			235455.421	8393	235455.421	66.98399999999998015	235455.421	1	235455.421	70.98399999999998015		
235301.672	1258.891000000000072	118212.309	21			235493.563	8359	235493.563	879.8289999999999475	235493.563	5	235493.563	891.8289999999999475		
235327.011	1238.016999999999823	118227.921	22			235502.263	8382	235502.263	337.8509999999999977	235502.263	3	235502.263	345.8509999999999977		
235367.777	1277.009000000000011	118239.348	21			235511.55	8395	235511.55	85.16599999999999655	235511.55	8	235511.55	103.1659999999999965		
235374.624	1271.130999999999855	118292.039	22			235525.45	8383	235525.45	364.4909999999999842	235525.45	0	235525.45	366.4909999999999842		
235376.541	1266.97800000000006	118294.783	23			235543.891	8392	235543.891	161.3499999999999653	235543.891	2	235543.891	167.3499999999999653		
235384.437	1184.942000000000003	118302.072	24			235549.452	8398	235549.452	43.88899999999999562	235549.452	5	235549.452	55.8889999999999955		
235402.106	1149.54799999999977	118307.52	23			235568.693	8394	235568.693	156.5869999999999883	235568.693	4	235568.693	166.5869999999999883		
