
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220305-16:02:03-9364)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220305-16:02:03-9364)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220305-16:02:03-9364)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220305-16:02:03-9364)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220305-16:02:03-9364)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220305-16:02:03-9364)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220305-16:02:03-9364)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220305-16:02:03-9364)	
0	0	0	0	60	0	167.284	1	167.284	91.74799999999999015	167.284	1	167.284	95.7479999999999901	600	12
71.536	0	71.536	0	120	0	320.104	2	320.104	222.3439999999999932	320.104	2	320.104	228.3439999999999932	1200	14
91.76	0	91.76	0	180	0	331.548	0	331.548	329.5480000000000007	331.548	0	331.548	331.5480000000000007	1800	14
125.326	0	125.326	0	240	0	391.898	4	391.898	192.129999999999995	391.898	1	391.898	196.129999999999995	2400	12
195.768	0	195.768	0	300	0	468.111	3	468.111	334.7849999999999667	468.111	3	468.111	342.7849999999999667	3000	10
272.032	0	272.032	0	360	0	474.046	6	474.046	157.0079999999999806	474.046	5	474.046	169.0079999999999806	3600	12
305.038	0	305.038	0	420	0	535.356	8	535.356	66.18399999999999725	535.356	1	535.356	70.18399999999999725	4200	13
395.893	0	395.893	0	480	0	635.919	7	635.919	238.0260000000000095	635.919	0	635.919	240.0260000000000095	4800	11
465.172	0	465.172	0	540	0	641.397	9	641.397	130.8820000000000045	641.397	2	641.397	136.8820000000000045	5400	11
504.515	0	504.515	0	600	0	681.122	12	681.122	44.7680000000000005	681.122	5	681.122	56.7680000000000005	6000	9
534.381	0	534.381	0	660	0	693.161	11	693.161	124.028999999999996	693.161	1	693.161	128.028999999999996	6600	8
565.132	0	565.132	0	720	0	812.807	13	812.807	151.8170000000000068	812.807	0	812.807	153.8170000000000068	7200	9
624.354	0	624.354	0	780	0	885.778	10	885.778	343.3969999999999332	885.778	3	885.778	351.396999999999933	7800	15
658.99	0	658.99	0	840	0	905.696	16	905.696	76.3009999999999875	905.696	0	905.696	78.3009999999999875	8400	12
675.833	0	675.833	0	900	1	928.112	14	928.112	246.278999999999996	928.112	2	928.112	252.278999999999996	9000	9
747.031	0	747.031	0	960	1	1020.817	15	1020.817	269.7859999999999437	1020.817	1	1020.817	273.7859999999999437	9600	16
827.395	0	827.395	0	1020	2	1105.918	18	1105.918	212.1399999999999853	1105.918	3	1105.918	220.1399999999999853	10200	11
839.485	0	839.485	0	1080	2	1179.188	19	1179.188	271.491999999999961	1179.188	0	1179.188	273.491999999999961	10800	14
885.778	11.47599999999999904	874.302	1	1140	2	1180.511	17	1180.511	329.0259999999999525	1180.511	5	1180.511	341.0259999999999525	11400	11
905.696	26.14799999999999602	879.548	2	1200	1	1250.177	22	1250.177	136.2589999999999572	1250.177	3	1250.177	144.2589999999999571	12000	8
928.112	3.064000000000000045	885.778	1	1260	1	1260.268	5	1260.268	978.235999999999872	1260.268	4	1260.268	988.235999999999872	12600	13
1020.817	62.265999999999991	905.696	0	1320	0	1316.117	24	1316.117	123.6059999999999941	1316.117	5	1316.117	135.6059999999999941	13200	14
1105.918	126.1560000000000055	925.048	1	1380	0	1340.771	23	1340.771	159.5829999999999695	1340.771	0	1340.771	161.5829999999999695	13800	7
1179.188	158.7799999999999722	928.112	0	1440	0	1362.455	26	1362.455	92.1869999999999829	1362.455	4	1362.455	102.1869999999999829	14400	9
1180.511	82.76300000000000485	958.551	1	1500	1	1378.388	21	1378.388	353.571000000000025	1378.388	1	1378.388	357.571000000000025	15000	12
1250.177	95.7750000000000054	979.762	2	1560	2	1395.958	25	1395.958	137.7810000000000053	1395.958	3	1395.958	145.7810000000000053	15600	4
