
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220306-02:08:04-13708)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220306-02:08:04-13708)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220306-02:08:04-13708)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220306-02:08:04-13708)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220306-02:08:04-13708)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220306-02:08:04-13708)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220306-02:08:04-13708)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220306-02:08:04-13708)	
0	0	0	0	60	0	136.41	1	136.41	60.873999999999995	136.41	1	136.41	64.873999999999995	600	12
71.536	0	71.536	0	120	0	181.774	0	181.774	179.7740000000000001	181.774	0	181.774	181.7740000000000001	1200	14
91.76	0	91.76	0	180	0	223.932	2	223.932	126.1719999999999966	223.932	2	223.932	132.1719999999999681	1800	11
136.41	11.08399999999999957	125.326	1	240	0	308.833	4	308.833	111.0649999999999975	308.833	0	308.833	113.0649999999999975	2400	9
195.768	0	136.41	0	300	0	322.802	3	322.802	182.3919999999999952	322.802	1	322.802	186.3919999999999952	3000	7
272.032	0	195.768	0	360	0	404.337	6	404.337	93.5039999999999903	404.337	0	404.337	95.5039999999999903	3600	14
308.833	3.79499999999999992	272.032	0	420	0	515.264	8	515.264	48.0919999999999986	515.264	0	515.264	50.0919999999999986	4200	11
395.893	0	305.038	1	480	0	533.906	7	533.906	134.0129999999999765	533.906	1	533.906	138.0129999999999762	4800	12
465.172	0	308.833	0	540	0	597.705	9	597.705	80.44100000000000225	597.705	0	597.705	82.44100000000000225	5400	8
515.264	10.74899999999999873	395.893	0	600	0	698.978	11	698.978	99.2729999999999957	698.978	0	698.978	101.2729999999999957	6000	10
534.381	0	465.172	0	660	2	725.079	10	725.079	186.6979999999999783	725.079	1	725.079	190.6979999999999783	6600	9
597.705	32.57299999999999317	504.515	1	720	3	782.15	5	782.15	504.117999999999936	782.15	2	782.15	510.117999999999936	7200	10
698.978	74.62399999999999485	515.264	0	780	3	791.887	12	791.887	90.9089999999999914	791.887	0	791.887	92.9089999999999914	7800	8
725.079	77.2179999999999891	534.381	0	840	2	842.329	14	842.329	54.17900000000000185	842.329	2	842.329	60.1790000000000018	8400	9
